,altitude,speed,power,pit,result
1977,4650,650,20,5,False
1978,4600,300,25,0,False
1979,5350,500,10,5,False
1980,4950,350,5,15,True
1981,5300,700,25,-20,False
1982,4600,400,25,15,False
1983,5100,400,5,-20,False
1984,5200,500,5,5,False
1985,4900,550,10,15,True
1986,4800,650,15,-15,False
1987,4850,550,10,-10,False
1988,5100,600,0,0,False
1989,4850,750,15,0,True
1990,4800,500,20,-20,False
1991,5150,650,20,0,False
1992,5250,450,0,-10,False
1993,4950,600,25,5,True
1994,5050,600,5,5,False
1995,5450,400,20,-20,False
1996,4750,550,10,-20,False
1997,4950,650,0,10,True
1998,5200,350,5,-20,False
1999,5350,650,20,-20,False
2000,4700,350,0,0,False
2001,4500,550,0,-15,False
2002,5450,500,20,15,False
2003,5250,450,15,10,False
2004,4750,300,15,0,False
2005,4800,500,25,0,False
2006,4950,450,15,-10,False
2007,4600,500,20,-20,False
2008,5200,500,25,5,False
2009,4650,700,20,-20,False
2010,4900,600,5,0,True
2011,4950,700,25,10,False
2012,4650,500,0,-10,False
2013,4750,450,0,0,False
2014,4750,750,25,-5,False
2015,4850,550,0,-5,False
2016,5250,650,25,15,False
2017,5100,400,25,10,False
2018,5250,650,10,5,False
2019,5050,700,25,-20,False
2020,5450,650,20,-15,False
2021,5150,700,15,0,False
2022,5000,300,5,0,False
2023,4750,650,20,15,True
2024,5100,300,10,-10,True
2025,5050,750,0,10,False
2026,5350,350,15,10,False
2027,5150,550,15,5,False
2028,4900,550,15,-15,False
2029,4550,500,25,-15,False
2030,4650,700,10,5,False
2031,4600,500,15,-10,False
2032,5000,650,25,-15,False
2033,4800,550,10,-15,False
2034,5350,450,25,0,False
2035,5000,300,0,15,False
2036,4850,700,15,5,True
2037,5100,500,5,-15,False
2038,4750,650,10,-20,False
2039,5350,400,5,10,False
2040,4850,750,0,-15,False
2041,4750,350,0,15,False
2042,4600,600,0,-10,False
2043,4950,750,10,-20,False
2044,4700,450,5,-5,False
2045,5300,400,25,-5,False
2046,4500,600,15,-10,False
2047,4800,600,15,0,True
2048,5200,650,5,-5,False
2049,4600,700,0,5,False
2050,4650,550,25,10,False
2051,4600,700,5,15,False
2052,4800,650,0,-15,False
2053,5150,500,15,-5,True
2054,5350,300,5,5,False
2055,4600,300,5,-15,False
2056,5050,600,20,-15,False
2057,5100,750,0,-20,False
2058,4500,500,0,10,False
2059,4950,700,20,-20,False
2060,4550,550,15,-10,False
2061,5100,450,25,5,False
2062,4950,750,20,15,False
2063,5050,700,0,-15,False
2064,4700,400,20,0,False
2065,5050,300,0,-10,False
2066,5050,550,15,15,False
2067,5150,350,5,10,False
2068,4600,600,15,-5,False
2069,5000,500,20,-10,True
2070,4950,300,10,-10,False
2071,5400,450,15,-5,False
2072,5100,350,5,0,True
2073,5400,500,0,-20,False
2074,5450,700,5,5,False
2075,4750,750,15,10,True
2076,5000,650,15,-10,True
2077,4550,700,5,-15,False
2078,5400,550,0,-5,False
2079,4900,550,25,-15,False
2080,5050,700,0,15,False
2081,4900,500,10,-10,False
2082,4700,650,15,10,False
2083,5450,400,15,-15,False
2084,5150,750,15,-20,False
2085,4850,300,15,-20,False
2086,5300,650,25,-10,False
2087,5250,700,0,0,False
2088,5150,500,20,15,False
2089,5300,350,10,-15,False
2090,5450,350,10,0,False
2091,4800,750,0,-15,False
2092,5050,750,5,-10,True
2093,5150,750,25,10,False
2094,4800,750,20,-20,False
2095,4500,450,15,-10,False
2096,4950,350,15,-10,False
2097,5200,750,25,-10,True
2098,5200,300,0,-20,False
2099,5250,650,20,10,False
2100,4550,300,10,-10,False
2101,5000,350,10,0,True
2102,4850,750,20,-10,True
2103,5200,500,25,-5,True
2104,5050,650,15,-10,True
2105,5000,350,15,-15,False
2106,5000,300,10,15,False
2107,5000,650,25,10,False
2108,4800,450,0,10,True
2109,5050,650,5,0,True
2110,5400,450,15,10,False
2111,4600,400,0,0,False
2112,5000,400,10,-15,False
2113,4900,500,15,10,True
2114,5450,550,25,-15,False
2115,4950,750,0,-20,False
2116,5250,650,15,10,False
2117,5250,450,0,-5,False
2118,5250,450,5,0,False
2119,5450,300,25,-10,False
2120,4750,600,0,15,True
2121,5000,550,15,-5,True
2122,5100,350,10,10,False
2123,4950,700,20,-5,True
2124,5450,550,0,-20,False
2125,4800,650,0,5,True
2126,4700,300,20,15,False
2127,4700,300,25,-10,False
2128,4500,500,25,0,False
2129,4900,750,10,-15,False
2130,4800,600,25,5,True
2131,5200,600,25,10,False
2132,5050,550,10,5,False
2133,4650,600,25,10,False
2134,4950,300,20,10,True
2135,4800,450,5,-5,False
2136,5300,650,5,5,False
2137,5200,350,10,-15,False
2138,4600,350,15,15,False
2139,4750,700,10,5,True
2140,5350,350,25,15,False
2141,4750,600,5,-5,False
2142,5150,350,20,-15,False
2143,4550,500,10,0,False
2144,5250,400,10,15,False
2145,4650,750,0,15,False
2146,4700,400,25,-10,False
2147,5450,350,0,0,False
2148,5400,550,20,-10,False
2149,4500,400,15,15,False
2150,5100,300,25,5,False
2151,5100,550,10,-5,True
2152,5100,600,5,-10,True
2153,4850,650,0,0,True
2154,4650,400,15,0,False
2155,4800,400,15,-10,False
2156,4700,700,25,-10,False
2157,5400,700,25,5,False
2158,4800,550,10,10,True
2159,4750,500,25,-20,False
2160,4750,650,10,-10,False
2161,4650,750,15,10,False
2162,5000,650,25,5,False
2163,4900,750,20,10,True
2164,5050,450,10,-20,False
2165,4500,750,25,0,False
2166,5300,400,10,-15,False
2167,5400,550,15,10,False
2168,5150,750,15,5,False
2169,4550,550,15,15,False
2170,5150,400,25,10,False
2171,4550,400,25,10,False
2172,4850,400,5,10,True
2173,5400,750,10,-10,False
2174,5000,500,15,-10,True
2175,5400,300,0,-5,False
2176,5050,300,15,-5,False
2177,5150,450,15,-15,False
2178,4850,550,0,-10,False
2179,4550,600,5,0,False
2180,4700,750,10,-5,False
2181,4950,500,25,5,True
2182,4500,750,25,-15,False
2183,4800,300,15,0,False
2184,5050,650,0,10,False
2185,4500,500,5,-5,False
2186,5000,600,20,15,False
2187,5450,300,0,0,False
2188,5400,750,0,-5,False
2189,4550,500,15,5,False
2190,5300,450,10,15,False
2191,4850,300,15,-5,False
2192,5150,600,5,-15,False
2193,4950,550,25,5,True
2194,5300,500,15,-20,False
2195,5150,350,15,-5,True
2196,4900,700,5,0,True
2197,4850,300,15,10,False
2198,4800,450,20,-20,False
2199,4650,400,10,5,False
2200,5450,450,15,5,False
2201,5050,700,10,-10,True
2202,4700,700,25,-5,False
2203,5250,500,20,0,False
2204,4900,400,0,-20,False
2205,5450,650,10,-5,False
2206,5000,600,0,10,False
2207,5150,550,25,-20,False
2208,4650,400,10,15,False
2209,4700,750,20,-20,False
2210,5000,550,5,10,False
2211,4900,750,25,-10,True
2212,5300,500,10,-20,False
2213,5000,650,15,15,False
2214,4900,600,15,-10,True
2215,4950,750,0,5,True
2216,4900,500,0,0,True
2217,5050,350,10,-15,False
2218,4800,450,20,-15,False
2219,5250,700,5,5,False
2220,4800,550,0,-20,False
2221,5400,600,5,10,False
2222,4650,400,20,-10,False
2223,5300,300,10,5,False
2224,4650,350,20,15,False
2225,5400,300,10,5,False
2226,5350,350,15,5,False
2227,4600,500,20,-10,False
2228,5150,550,0,15,False
2229,5100,550,20,10,False
2230,4850,650,20,-20,False
2231,5200,450,25,-10,True
2232,4650,750,0,10,False
2233,5350,400,25,-15,False
2234,5250,400,15,0,False
2235,4850,450,10,-10,False
2236,5300,550,20,-10,False
2237,5150,700,10,15,False
2238,4650,400,15,5,False
2239,5450,400,5,15,False
2240,4500,600,10,15,False
2241,4550,350,15,-20,False
2242,5350,350,0,5,False
2243,5050,550,20,-20,False
2244,5350,550,25,-20,False
2245,4850,500,20,15,True
2246,5150,650,15,-5,True
2247,5000,600,25,-15,False
2248,4600,350,5,-20,False
2249,5300,300,10,0,False
2250,5400,750,20,-20,False
2251,5250,750,25,10,False
2252,4800,600,20,-5,False
2253,5250,400,5,-5,False
2254,4950,350,10,-5,False
2255,5450,700,20,-20,False
2256,5250,600,10,10,False
2257,4500,650,0,-10,False
2258,5000,350,15,0,True
2259,5250,550,20,0,False
2260,4800,500,0,-15,False
2261,5200,400,5,5,False
2262,4550,600,10,-15,False
2263,4700,700,15,-10,False
2264,4800,650,5,15,True
2265,4500,300,25,-15,False
2266,5100,300,10,5,False
2267,5050,550,5,0,True
2268,4500,450,15,-20,False
2269,4700,550,25,-15,False
2270,4650,600,10,5,False
2271,4850,400,10,-20,False
2272,5400,750,15,-10,False
2273,4950,300,25,15,False
2274,4600,300,20,-20,False
2275,5100,550,0,10,False
2276,5200,400,5,-20,False
2277,4600,750,5,5,False
2278,4650,700,10,15,False
2279,4700,600,10,-5,False
2280,4500,500,10,-20,False
2281,5100,750,25,-10,True
2282,5200,750,5,-5,False
2283,4500,500,25,10,False
2284,4800,700,10,5,True
2285,4900,300,15,0,False
2286,5300,300,15,5,False
2287,4750,500,20,15,False
2288,5450,650,0,-20,False
2289,5050,750,15,-5,True
2290,4700,750,10,-10,False
2291,4950,700,20,10,False
2292,4700,350,10,15,False
2293,5100,400,0,-20,False
2294,5150,600,25,-5,True
2295,4950,550,15,15,False
2296,5250,600,0,15,False
2297,5000,600,10,5,False
2298,5300,550,10,-20,False
2299,4900,400,15,-10,False
2300,4650,600,15,-5,False
2301,5000,300,25,15,False
2302,5350,600,15,-5,False
2303,4650,650,0,-20,False
2304,5050,400,20,10,False
2305,5250,650,5,5,False
2306,4550,300,15,-15,False
2307,5450,500,10,-5,False
2308,5450,500,20,0,False
2309,4650,700,0,10,False
2310,4650,600,15,0,False
2311,4550,650,15,-5,False
2312,5300,650,15,15,False
2313,4500,300,15,5,False
2314,4800,750,10,5,True
2315,5300,600,25,-5,False
2316,5050,450,5,15,False
2317,5050,400,15,0,True
2318,5400,750,25,5,False
2319,4800,750,10,15,True
2320,5350,300,25,0,False
2321,4700,400,0,15,False
2322,4800,700,0,10,True
2323,5400,650,25,15,False
2324,4850,700,10,15,True
2325,4900,500,25,5,True
2326,5400,550,0,10,False
2327,4950,550,25,10,True
2328,4650,450,15,-20,False
2329,4850,500,0,5,True
2330,5050,500,0,5,False
2331,5450,350,15,-20,False
2332,5250,500,25,15,False
2333,5250,500,10,-5,False
2334,5400,550,0,-15,False
2335,4750,400,10,-10,False
2336,5400,400,25,0,False
2337,5150,650,5,-15,False
2338,4800,300,5,-5,False
2339,4550,500,25,10,False
2340,4950,750,0,-5,True
2341,5400,350,0,-10,False
2342,5050,500,0,-10,True
2343,4700,500,15,15,False
2344,4500,500,5,0,False
2345,5150,400,5,-20,False
2346,5150,550,10,0,False
2347,4550,600,5,5,False
2348,4550,750,15,-10,False
2349,5150,450,0,10,False
2350,5050,400,0,-5,True
2351,4950,700,5,10,False
2352,5000,700,15,15,False
2353,4700,450,15,5,False
2354,5250,400,5,0,False
2355,4800,600,5,5,True
2356,5350,500,10,-15,False
2357,5000,400,10,-5,True
2358,5200,450,25,0,False
2359,5100,350,15,15,False
2360,4550,450,15,-20,False
2361,4600,500,25,15,False
2362,4700,400,5,-15,False
2363,5050,600,5,-15,False
2364,5150,650,5,0,False
2365,4600,750,10,15,False
2366,4550,600,25,0,False
2367,5100,650,5,15,False
2368,4550,550,15,-20,False
2369,5250,300,15,-20,False
2370,5250,500,0,15,False
2371,5150,650,15,-20,False
2372,5250,400,15,5,False
2373,5050,400,10,-20,False
2374,5250,350,25,15,False
2375,5450,500,25,15,False
2376,4500,350,10,-5,False
2377,5250,650,25,0,False
2378,5200,700,0,-20,False
2379,4650,350,0,0,False
2380,5000,550,20,5,False
2381,5250,300,5,-5,False
2382,4800,700,0,15,True
2383,5200,600,25,15,False
2384,5050,750,10,-10,True
2385,4800,600,25,10,True
2386,5100,600,15,0,False
2387,5450,550,0,-15,False
2388,4700,750,25,0,False
2389,4650,650,25,10,False
2390,4700,300,5,15,False
2391,5050,700,10,0,True
2392,4750,700,5,15,True
2393,4950,300,15,0,False
2394,5450,300,10,15,False
2395,5350,500,10,10,False
2396,4750,300,5,-5,False
2397,4700,300,5,-15,False
2398,4750,350,5,5,False
2399,5000,500,0,-10,True
2400,5100,650,10,-20,False
2401,4950,750,15,10,False
2402,5200,450,20,10,False
2403,5350,400,20,-15,False
2404,4600,500,0,-15,False
2405,4650,600,10,0,False
2406,4950,400,5,15,True
2407,4650,750,15,-20,False
2408,5000,400,10,0,True
2409,5350,600,5,-5,False
2410,4950,400,5,5,True
2411,5150,700,25,10,False
2412,4750,750,25,-10,False
2413,4900,550,25,0,True
2414,5200,400,25,-15,False
2415,5400,400,10,-10,False
2416,5400,300,10,-15,False
2417,5350,750,5,-10,False
2418,4550,750,25,10,False
2419,5050,350,0,10,False
2420,5100,500,10,-15,False
2421,5050,450,15,-5,True
2422,4850,600,10,0,True
2423,5350,700,0,15,False
2424,5000,300,5,-20,False
2425,4950,550,10,10,True
2426,4750,550,25,-5,False
2427,5050,450,0,-5,True
2428,4950,600,20,5,True
2429,4650,550,0,15,False
2430,4700,550,25,0,False
2431,5300,550,5,5,False
2432,4700,700,10,15,False
2433,4650,600,5,-15,False
2434,4600,650,25,-20,False
2435,5050,550,15,-15,False
2436,4950,550,10,-5,True
2437,5100,600,15,5,False
2438,4550,700,25,-20,False
2439,4600,700,5,-15,False
2440,4800,600,10,-20,False
2441,5400,350,20,15,False
2442,4650,600,10,15,False
2443,5250,600,25,15,False
2444,5400,500,15,15,False
2445,5100,650,0,-10,True
2446,4550,700,10,0,False
2447,5400,550,5,10,False
2448,4500,300,0,15,False
2449,4500,350,0,-5,False
2450,4650,550,0,5,False
2451,4850,450,15,10,True
2452,4700,400,10,-5,False
2453,4850,550,5,-5,False
2454,4700,450,10,15,False
2455,5150,550,20,10,False
2456,4950,700,0,5,True
2457,5450,400,0,-20,False
2458,4700,750,15,5,False
2459,5450,550,15,0,False
2460,4850,600,25,5,True
2461,5350,400,10,15,False
2462,5300,700,0,10,False
2463,4700,450,15,15,False
2464,4650,600,0,10,False
2465,5200,350,0,-5,True
2466,5450,650,20,-10,False
2467,4950,300,15,-5,False
2468,4750,550,25,-20,False
2469,5350,650,5,-20,False
2470,4900,600,25,5,True
2471,5400,450,10,-20,False
2472,4650,700,25,10,False
2473,4600,500,20,15,False
2474,4850,750,10,15,True
2475,4650,500,10,-5,False
2476,4600,600,25,5,False
2477,5150,450,25,-5,True
2478,5150,450,10,5,False
2479,4550,350,10,15,False
2480,5200,750,20,-5,False
2481,5250,500,10,5,False
2482,5200,500,15,5,False
2483,4900,600,0,10,True
2484,4650,500,15,-20,False
2485,4550,500,5,5,False
2486,5300,500,25,10,False
2487,5150,700,20,-10,True
2488,5150,400,0,15,False
2489,4750,750,15,-15,False
2490,5300,650,20,0,False
2491,5200,600,20,-15,False
2492,4600,650,15,5,False
2493,5000,650,15,-15,False
2494,4900,300,0,-15,False
2495,4750,450,10,0,False
2496,5300,500,5,5,False
2497,4900,750,0,5,True
2498,4750,750,10,15,True
2499,4550,450,5,10,False
2500,5400,500,25,-20,False
2501,4800,400,0,10,False
2502,5400,450,5,0,False
2503,4650,700,5,10,False
2504,5400,300,25,15,False
2505,4750,650,15,-5,False
2506,4700,750,10,10,False
2507,4600,750,5,0,False
2508,5250,300,15,-5,False
2509,4950,400,10,10,True
2510,5350,600,10,-15,False
2511,4600,450,5,0,False
2512,5200,300,10,-15,False
2513,5250,550,5,10,False
2514,5250,300,15,15,False
2515,5350,450,10,15,False
2516,5000,400,5,10,False
2517,4500,550,5,-20,False
2518,4500,450,5,10,False
2519,5050,300,20,-10,False
2520,5000,700,15,0,True
2521,4700,600,5,-5,False
2522,5400,500,15,0,False
2523,4500,700,20,5,False
2524,5100,450,15,-10,True
2525,4750,550,15,10,False
2526,5250,500,0,0,False
2527,4600,750,15,0,False
2528,5100,400,5,15,False
2529,5000,300,0,-20,False
2530,4850,650,15,0,True
2531,5400,650,25,-10,False
2532,4800,500,5,-20,False
2533,4650,350,20,10,False
2534,5450,700,25,-5,False
2535,5400,650,25,-5,False
2536,4850,750,25,5,True
2537,5250,500,0,-10,False
2538,4950,750,15,-10,True
2539,4900,650,20,-20,False
2540,5150,500,5,10,False
2541,4700,400,10,5,False
2542,5100,400,20,-5,True
2543,4950,550,20,-10,True
2544,4800,550,15,-10,False
2545,4750,350,0,0,False
2546,5300,650,20,-10,False
2547,4800,550,5,-20,False
2548,5200,350,15,10,False
2549,4950,500,20,15,True
2550,4950,650,20,-15,False
2551,4600,400,20,0,False
2552,4950,550,15,-15,False
2553,5250,500,20,10,False
2554,5250,300,10,-20,False
2555,4800,600,10,10,True
2556,4750,450,25,-15,False
2557,4900,300,15,-5,False
2558,5200,650,10,5,False
2559,5100,650,15,15,False
2560,5350,300,25,-20,False
2561,5200,300,10,-10,False
2562,4750,350,15,15,False
2563,5100,400,15,-5,True
2564,5450,550,5,-5,False
2565,5150,650,10,10,False
2566,4950,350,20,15,True
2567,4650,550,25,-20,False
2568,4950,450,25,15,True
2569,4550,500,20,-5,False
2570,4750,700,20,10,True
2571,5050,400,15,15,False
2572,5400,600,5,-15,False
2573,4700,350,10,-20,False
2574,5250,500,25,10,False
2575,5250,300,10,0,False
2576,5400,650,5,-10,False
2577,4600,550,20,15,False
2578,5050,750,25,10,False
2579,5100,450,0,10,False
2580,4700,600,20,5,False
2581,5350,500,10,0,False
2582,4700,450,0,5,False
2583,5000,500,25,15,False
2584,5150,650,25,-10,True
2585,5050,750,25,15,False
2586,5000,300,0,-5,False
2587,5200,700,15,15,False
2588,5000,650,25,-10,True
2589,4850,750,0,0,True
2590,4800,300,25,10,False
2591,4950,600,15,10,True
2592,4600,500,25,-10,False
2593,4900,750,25,10,True
2594,4600,550,10,-15,False
2595,4550,400,5,-20,False
2596,4900,600,25,15,True
2597,4650,650,0,5,False
2598,4800,400,15,-5,False
2599,5150,700,25,-10,True
2600,5250,700,15,10,False
2601,4650,750,0,-10,False
2602,5000,400,10,10,False
2603,5000,500,15,-15,False
2604,4600,450,5,-20,False
2605,4600,550,25,15,False
2606,4550,600,0,-10,False
2607,5450,500,15,-20,False
2608,4650,700,15,-20,False
2609,4800,350,5,-5,False
2610,5450,600,20,0,False
2611,5100,600,5,-15,False
2612,4700,350,20,0,False
2613,5250,500,0,-20,False
2614,4650,300,20,-10,False
2615,4700,300,15,0,False
2616,5200,350,25,-5,True
2617,5050,450,10,-5,True
2618,4900,600,0,-20,False
2619,5400,500,10,15,False
2620,5250,650,20,-10,False
2621,4750,750,5,0,True
2622,5050,700,25,10,False
2623,5150,600,5,-5,True
2624,5250,600,10,-5,False
2625,5000,600,20,-10,True
2626,4650,400,20,10,False
2627,5350,500,15,-10,False
2628,4750,700,20,-15,False
2629,4900,700,5,5,True
2630,5100,400,15,-20,False
2631,5400,450,10,-10,False
2632,5100,450,15,-15,False
2633,4500,600,10,10,False
2634,5100,350,15,-15,False
2635,5300,350,20,-10,False
2636,4550,300,10,5,False
2637,4600,550,10,10,False
2638,5250,450,10,10,False
2639,4850,350,20,5,True
2640,5200,700,5,-20,False
2641,5000,500,15,-5,True
2642,4750,350,5,-20,False
2643,4650,600,25,15,False
2644,4550,450,20,-20,False
2645,5150,300,5,10,False
2646,4550,400,10,-20,False
2647,5450,750,25,-15,False
2648,5000,550,20,0,True
2649,5200,300,25,-5,False
2650,4500,500,20,10,False
2651,5250,400,15,-5,False
2652,4900,650,5,5,True
2653,5450,700,0,5,False
2654,5200,350,20,0,False
2655,5250,750,0,-20,False
2656,4750,750,0,-20,False
2657,5250,600,0,10,False
2658,4850,700,25,10,True
2659,4500,550,10,15,False
2660,4550,500,0,0,False
2661,5100,550,25,10,False
2662,5050,450,0,-20,False
2663,5200,350,5,-10,True
2664,4850,400,20,10,True
2665,4550,350,20,10,False
2666,5450,600,10,0,False
2667,4950,650,20,-10,True
2668,4750,550,10,5,False
2669,5000,450,0,5,True
2670,5150,500,10,-10,True
2671,5450,550,25,-10,False
2672,4650,550,25,15,False
2673,4500,650,20,0,False
2674,5250,350,15,-10,False
2675,5300,650,15,-10,False
2676,4500,700,0,-15,False
2677,5250,350,0,-15,False
2678,4850,400,10,15,True
2679,5050,400,20,5,False
2680,5200,700,5,5,False
2681,5450,600,20,-15,False
2682,5100,550,25,5,False
2683,4650,500,15,10,False
2684,5000,350,20,-15,False
2685,4600,350,10,-10,False
2686,5200,400,20,-15,False
2687,5050,650,20,-20,False
2688,4550,600,5,15,False
2689,5300,600,15,5,False
2690,4900,750,25,5,True
2691,5050,750,0,-20,False
2692,4500,450,20,-5,False
2693,4650,300,5,-5,False
2694,5100,650,5,-15,False
2695,5150,600,15,10,False
2696,5000,600,5,-15,False
2697,4500,400,0,15,False
2698,5300,450,10,5,False
2699,4800,450,25,10,False
2700,4950,650,20,10,True
2701,5250,450,0,0,False
2702,5400,450,20,5,False
2703,5450,300,0,-20,False
2704,5050,350,20,-15,False
2705,4750,750,15,5,True
2706,5000,450,0,-15,False
2707,4600,500,5,0,False
2708,4700,500,20,-15,False
2709,5150,350,25,10,False
2710,5450,350,5,10,False
2711,4600,750,25,-5,False
2712,4900,750,10,-5,True
2713,5050,300,10,0,True
2714,5350,300,10,0,False
2715,4750,300,10,0,False
2716,5200,550,5,10,False
2717,5350,450,15,-10,False
2718,4850,700,5,10,True
2719,4550,500,15,-5,False
2720,4800,350,25,10,False
2721,5250,500,15,-15,False
2722,5450,750,0,-5,False
2723,4800,600,15,10,True
2724,4800,450,0,15,True
2725,5000,600,10,15,False
2726,5100,400,15,-15,False
2727,4550,600,5,-15,False
2728,4500,700,0,-20,False
2729,4950,450,25,-20,False
2730,4650,650,10,-20,False
2731,5450,700,5,-15,False
2732,4550,350,10,-15,False
2733,5050,650,20,-5,True
2734,4500,350,5,-20,False
2735,5300,700,5,5,False
2736,5250,550,5,5,False
2737,4850,650,20,10,True
2738,5100,450,0,5,False
2739,5400,750,15,-20,False
2740,4550,750,0,15,False
2741,4750,750,15,15,True
2742,4550,450,10,10,False
2743,4650,450,5,-5,False
2744,4550,450,10,-10,False
2745,4700,750,0,-5,False
2746,4800,700,5,-5,True
2747,4900,450,20,15,True
2748,5200,600,10,-20,False
2749,4800,700,20,-15,False
2750,4900,350,15,5,True
2751,4500,450,0,-20,False
2752,4700,400,25,-5,False
2753,4750,600,25,-5,False
2754,5050,500,25,10,False
2755,4950,700,15,5,True
2756,4550,700,5,0,False
2757,4950,300,10,-20,False
2758,5300,650,25,0,False
2759,5450,550,10,-5,False
2760,5450,500,25,-20,False
2761,4500,650,25,15,False
2762,4850,550,5,0,True
2763,5450,700,10,-15,False
2764,5000,650,0,5,False
2765,5450,750,15,0,False
2766,5400,550,5,-20,False
2767,4900,650,0,0,True
2768,4900,550,0,0,True
2769,4900,650,25,-20,False
2770,5100,400,25,0,True
2771,4900,400,0,15,True
2772,5150,350,25,-20,False
2773,5350,500,20,-15,False
2774,4900,500,0,-10,False
2775,4600,750,20,-5,False
2776,4850,750,5,-10,True
2777,5400,550,10,15,False
2778,4850,450,25,15,True
2779,5250,350,5,0,False
2780,4800,750,25,-15,False
2781,4650,300,5,10,False
2782,4750,300,20,10,False
2783,4550,350,15,15,False
2784,5250,300,5,10,False
2785,5350,750,0,-15,False
2786,5100,400,15,-10,True
2787,5350,500,20,-20,False
2788,5300,450,5,-10,False
2789,5450,700,25,0,False
2790,4950,700,25,15,False
2791,5350,650,25,-20,False
2792,4700,600,20,15,False
2793,4750,400,15,-5,False
2794,4700,600,15,-15,False
2795,5150,650,5,-5,True
2796,4550,400,25,-20,False
2797,5350,750,25,-5,False
2798,4900,500,15,-20,False
2799,5250,300,15,10,False
2800,5350,750,0,15,False
2801,5250,650,20,15,False
2802,5300,400,15,10,False
2803,4750,350,5,-10,False
2804,5050,350,25,-20,False
2805,4500,650,25,-10,False
2806,5400,400,25,10,False
2807,4750,650,10,-5,False
2808,5250,600,20,-15,False
2809,4800,650,5,-5,True
2810,5100,600,5,-20,False
2811,4800,300,20,-10,False
2812,4700,750,5,15,False
2813,5200,350,25,15,False
2814,5150,650,15,-10,True
2815,4550,400,25,-5,False
2816,5350,350,20,-5,False
2817,5450,300,0,5,False
2818,5450,400,0,10,False
2819,4800,450,0,-15,False
2820,5250,700,25,0,False
2821,4500,500,15,-15,False
2822,5000,700,20,5,False
2823,4650,400,0,-10,False
2824,5450,350,5,-10,False
2825,4700,700,25,-15,False
2826,5400,550,15,15,False
2827,4800,550,15,5,True
2828,4500,550,10,-10,False
2829,4700,500,0,-15,False
2830,5100,650,0,-20,False
2831,4550,500,25,-5,False
2832,5000,400,20,-5,True
2833,5450,550,5,15,False
2834,5050,500,10,-20,False
2835,4650,750,15,-15,False
2836,4700,400,20,-20,False
2837,4500,700,5,-5,False
2838,4900,350,5,10,True
2839,5250,700,15,-10,False
2840,5400,350,25,5,False
2841,4750,350,10,5,False
2842,5100,350,0,-20,False
2843,5300,500,25,5,False
2844,4900,450,0,-5,False
2845,5300,500,20,-5,False
2846,4650,700,5,-20,False
2847,4750,400,0,-5,False
2848,4800,500,20,-10,False
2849,4900,500,5,5,True
2850,5350,650,20,15,False
2851,5100,650,20,15,False
2852,4750,500,20,5,False
2853,5000,700,15,-5,True
2854,5050,650,15,-15,False
2855,4550,600,25,-5,False
2856,4500,750,10,15,False
2857,4600,400,5,-15,False
2858,4700,450,15,10,False
2859,5150,550,0,-5,True
2860,4750,550,10,10,False
2861,4550,450,25,10,False
2862,5350,450,20,-20,False
2863,4700,300,5,0,False
2864,5350,350,0,-5,False
2865,4600,700,25,0,False
2866,4800,750,10,0,True
2867,4850,650,0,-5,True
2868,4800,600,5,-15,False
2869,5150,750,0,0,False
2870,5250,700,25,-5,False
2871,5100,450,0,-10,True
2872,5400,700,0,5,False
2873,4700,450,20,15,False
2874,4600,650,25,-10,False
2875,4850,650,10,0,True
2876,5400,350,10,-15,False
2877,5250,700,10,0,False
2878,5050,300,10,-20,False
2879,4550,500,5,15,False
2880,5200,600,15,-15,False
2881,5200,650,25,-5,False
2882,5400,450,20,15,False
2883,5150,750,25,0,False
2884,4950,750,5,-20,False
2885,4900,400,15,-15,False
2886,4600,600,20,-15,False
2887,5300,350,15,0,False
2888,4750,650,0,0,True
2889,5000,400,15,-15,False
2890,5350,650,20,-5,False
2891,5400,700,25,-5,False
2892,4500,550,15,10,False
2893,5400,500,20,0,False
2894,4650,400,25,10,False
2895,4750,300,0,-15,False
2896,4600,550,0,15,False
2897,4950,700,15,-10,True
2898,5250,400,10,5,False
2899,5300,700,15,-5,False
2900,4550,600,20,5,False
2901,4650,700,10,-10,False
2902,5150,350,20,15,False
2903,5200,600,25,5,False
2904,5450,400,5,-20,False
2905,4650,350,10,10,False
2906,4750,550,0,10,False
2907,5450,450,5,-20,False
2908,4900,700,0,10,True
2909,4600,600,20,-20,False
2910,5000,600,15,5,False
2911,5000,350,25,-5,False
2912,4950,300,0,-20,False
2913,5050,750,15,15,False
2914,4900,400,25,-15,False
2915,5200,750,0,-5,False
2916,5400,300,15,5,False
2917,4800,400,25,-20,False
2918,4550,700,0,5,False
2919,5350,450,25,5,False
2920,5000,400,5,15,False
2921,5300,700,15,5,False
2922,5000,500,5,-5,True
2923,5050,350,0,0,True
2924,4900,450,20,-15,False
2925,4550,300,25,-15,False
2926,5200,700,15,-20,False
2927,5350,650,5,-15,False
2928,4800,450,25,-5,False
2929,5000,700,25,-5,True
2930,4900,600,20,5,True
2931,4600,700,5,5,False
2932,4750,350,25,-5,False
2933,5250,600,15,-5,False
2934,4700,700,15,10,False
2935,5000,350,20,5,True
2936,5200,700,5,-10,True
2937,5150,700,20,5,False
2938,4600,750,10,10,False
2939,4800,700,15,15,True
2940,4500,350,15,-20,False
2941,4800,500,20,15,True
