,altitude,speed,power,pit,result
5095,5200,300,25,15,False
5096,5100,700,15,-15,False
5097,4950,400,20,15,True
5098,4500,300,0,-15,False
5099,5350,400,5,-15,False
5100,5400,600,10,-5,False
5101,4800,350,15,-15,False
5102,5200,500,20,-20,False
5103,4650,350,25,0,False
5104,4500,350,0,-20,False
5105,5200,450,10,-5,True
5106,4700,500,20,-5,False
5107,5450,450,15,15,False
5108,5450,750,0,15,False
5109,4650,750,15,15,False
5110,4600,500,10,-15,False
5111,4650,600,0,-20,False
5112,4950,450,25,0,True
5113,5050,450,0,15,False
5114,5450,750,20,10,False
5115,4950,300,15,15,False
5116,5300,600,0,-20,False
5117,4950,750,5,0,True
5118,5000,750,20,-10,True
5119,5450,350,25,10,False
5120,4750,550,25,15,False
5121,4550,700,10,-5,False
5122,4600,650,20,-10,False
5123,5400,350,0,-15,False
5124,4750,450,25,-5,False
5125,4850,500,0,15,True
5126,5300,750,15,10,False
5127,4950,400,5,-15,False
5128,4700,500,0,10,False
5129,5250,400,20,10,False
5130,5150,300,25,-15,False
5131,5250,400,15,-20,False
5132,5100,450,5,10,False
5133,4500,350,10,15,False
5134,4750,450,10,-5,False
5135,5400,550,20,-15,False
5136,5100,600,15,-15,False
5137,4800,500,25,10,True
5138,4600,450,0,-5,False
5139,4550,450,10,-15,False
5140,4600,300,0,0,False
5141,4650,300,0,-15,False
5142,4600,500,10,-20,False
5143,5200,500,25,0,False
5144,5100,600,10,-5,True
5145,4750,600,0,5,False
5146,4550,450,0,-5,False
5147,5000,450,20,-5,True
5148,5200,550,10,10,False
5149,5150,600,10,-15,False
5150,5400,350,5,-15,False
5151,4550,300,0,15,False
5152,5150,400,15,10,False
5153,4550,550,15,-15,False
5154,5450,550,5,10,False
5155,5050,350,15,10,False
5156,5450,350,10,-15,False
5157,5100,300,20,-20,False
5158,5100,600,0,15,False
5159,4850,750,10,-10,True
5160,4550,350,5,-15,False
5161,4750,650,20,-20,False
5162,4950,600,25,10,True
5163,5450,300,20,-10,False
5164,4700,450,0,15,False
5165,4700,400,20,-10,False
5166,4850,550,10,5,True
5167,4850,550,25,15,True
5168,5300,450,5,-5,False
5169,4650,750,5,-20,False
5170,4900,400,5,-10,False
5171,4550,750,10,5,False
5172,5000,350,25,-10,False
5173,4550,550,5,-10,False
5174,4500,650,10,0,False
5175,5050,500,5,5,False
5176,4800,650,0,10,True
5177,4800,450,10,-15,False
5178,5350,500,15,-20,False
5179,4850,700,0,15,True
5180,4800,700,25,-15,False
5181,5250,500,5,-5,False
5182,4900,550,25,15,True
5183,4900,500,15,15,True
5184,5150,350,20,5,False
5185,5150,700,10,-15,False
5186,4650,500,5,5,False
5187,5100,400,15,0,True
5188,4550,350,20,15,False
5189,4800,500,10,-20,False
5190,5000,550,5,5,False
5191,5050,750,15,-15,False
5192,4850,450,5,10,True
5193,4600,500,0,5,False
5194,4600,450,15,0,False
5195,5300,750,20,-5,False
5196,5450,550,10,-10,False
5197,5200,700,10,-15,False
5198,5250,550,20,10,False
5199,5100,500,20,-15,False
5200,4950,600,5,15,False
5201,5400,500,20,5,False
5202,4650,400,20,-15,False
5203,5200,350,25,0,False
5204,5250,400,25,-20,False
5205,4600,300,10,-15,False
5206,5350,550,15,-15,False
5207,4500,450,10,-20,False
5208,4650,650,25,-10,False
5209,5200,400,15,5,False
5210,5300,600,0,-10,False
5211,5100,450,20,15,False
5212,5150,450,25,0,False
5213,4550,550,20,-10,False
5214,4700,400,20,-15,False
5215,4600,550,0,10,False
5216,4550,450,5,-20,False
5217,5050,400,10,5,False
5218,4750,600,15,-20,False
5219,5000,750,15,0,True
5220,4650,300,5,15,False
5221,5350,750,5,5,False
5222,4550,700,15,10,False
5223,4800,300,15,15,False
5224,4700,600,20,-5,False
5225,4900,450,25,-15,False
5226,5050,500,25,15,False
5227,4850,350,10,-5,False
5228,5350,650,10,-5,False
5229,4800,700,25,10,True
5230,5150,600,10,-10,True
5231,4550,350,0,0,False
5232,4950,400,0,-10,False
5233,5050,400,20,-15,False
5234,5200,700,5,-5,False
5235,4750,550,20,10,False
5236,5050,300,15,5,False
5237,4600,400,25,-15,False
5238,4850,450,0,-5,False
5239,4800,750,25,-20,False
5240,5250,650,0,5,False
5241,4800,300,25,-15,False
5242,4500,350,10,-20,False
5243,5250,350,25,-10,True
5244,4900,300,0,-20,False
5245,5000,700,0,-20,False
5246,5250,750,20,-5,False
5247,4850,400,25,0,False
5248,4550,400,15,-20,False
5249,4650,400,5,-15,False
5250,5350,600,0,-10,False
5251,5250,350,0,-5,False
5252,5100,300,25,-10,True
5253,5100,650,10,5,False
5254,4850,350,15,5,True
5255,5100,650,25,0,False
5256,5200,300,10,10,False
5257,4750,400,25,0,False
5258,4850,450,0,-15,False
5259,4600,650,25,0,False
5260,4950,700,20,15,False
5261,4950,600,20,0,True
5262,5350,450,25,15,False
5263,4500,400,10,-5,False
5264,5150,300,5,5,False
5265,4900,500,25,-15,False
5266,5200,400,5,10,False
5267,5450,700,10,5,False
5268,5450,300,15,0,False
5269,4550,500,15,10,False
5270,5050,300,5,-20,False
5271,5450,600,5,-20,False
5272,4600,350,20,0,False
5273,5150,400,5,15,False
5274,5350,700,20,-10,False
5275,5250,650,25,-20,False
5276,4800,400,25,0,False
5277,5050,350,25,-5,True
5278,4600,600,5,-5,False
5279,4600,550,5,5,False
5280,5050,350,5,-5,True
5281,4600,650,5,-15,False
5282,5450,550,10,0,False
5283,4750,300,10,10,False
5284,4700,550,15,-20,False
5285,4550,300,25,5,False
5286,5350,400,5,0,False
5287,4650,400,0,5,False
5288,5000,450,0,15,False
5289,4500,650,25,5,False
5290,5050,600,15,-5,True
5291,5350,700,5,5,False
5292,4900,550,25,-5,True
5293,4550,750,5,15,False
5294,4900,750,25,-15,False
5295,4950,350,0,5,True
5296,4800,350,10,0,False
5297,4700,550,10,5,False
5298,4750,500,25,10,False
5299,4700,650,5,0,False
5300,5300,350,5,-20,False
5301,4650,650,25,-20,False
5302,4550,700,20,-10,False
5303,4750,300,20,-10,False
5304,4950,700,15,-20,False
5305,5300,350,0,-5,False
5306,5300,650,10,15,False
5307,5000,550,5,0,True
5308,5250,300,20,-15,False
5309,4600,750,15,5,False
5310,4650,550,0,-15,False
5311,5200,400,5,-5,True
5312,5450,650,15,10,False
5313,5000,600,25,15,False
5314,4650,350,20,-5,False
5315,4800,750,0,0,True
5316,4650,350,5,15,False
5317,4950,300,5,-10,False
5318,4700,300,0,-5,False
5319,5200,400,25,10,False
5320,4550,400,0,5,False
5321,4700,750,20,5,False
5322,5100,750,15,0,False
5323,5000,650,20,5,False
5324,5100,750,10,0,False
5325,5300,500,10,5,False
5326,4750,500,5,0,False
5327,5250,600,10,5,False
5328,5150,600,25,0,False
5329,5000,750,25,-15,False
5330,5300,400,15,0,False
5331,4500,650,20,10,False
5332,4750,300,20,5,False
5333,5450,550,25,10,False
5334,5000,400,20,0,True
5335,5450,450,20,-20,False
5336,4950,400,0,0,True
5337,4900,500,10,15,True
5338,5300,400,20,-10,False
5339,5250,450,25,15,False
5340,4500,650,0,10,False
5341,4750,700,20,5,True
5342,5450,750,25,0,False
5343,5150,300,10,10,False
5344,5350,450,0,-5,False
5345,4550,350,25,-5,False
5346,5350,700,10,15,False
5347,5250,350,10,5,False
5348,5150,700,5,-10,True
5349,4600,650,5,5,False
5350,5250,650,0,-15,False
5351,5400,300,5,0,False
5352,4600,500,5,5,False
5353,5350,650,10,-15,False
5354,4600,450,5,-15,False
5355,5400,700,15,0,False
5356,4800,350,20,5,False
5357,4700,550,10,-20,False
5358,4550,450,25,15,False
5359,4650,400,25,-10,False
5360,4800,350,5,15,False
5361,5150,450,15,0,False
5362,4700,650,0,-10,False
5363,4850,400,15,15,True
5364,5450,700,0,10,False
5365,4700,650,5,-15,False
5366,4950,350,20,0,True
5367,5000,450,20,-15,False
5368,5400,750,25,-15,False
5369,5150,700,0,-20,False
5370,4900,350,10,-5,False
5371,4750,400,5,-20,False
5372,5350,600,0,10,False
5373,4500,600,5,15,False
5374,4500,600,20,-10,False
5375,4550,300,0,0,False
5376,4900,650,20,15,True
5377,5300,600,5,-10,False
5378,4600,550,5,10,False
5379,4700,700,25,5,False
5380,5150,650,10,-15,False
5381,5300,700,25,-10,False
5382,5200,600,5,5,False
5383,5150,550,0,-10,True
5384,4850,500,25,-15,False
5385,5350,750,20,-10,False
5386,5100,300,20,10,False
5387,5200,350,15,15,False
5388,5200,750,0,5,False
5389,5300,450,20,-5,False
5390,4500,650,10,-15,False
5391,4650,700,0,-20,False
5392,4900,650,10,-10,True
5393,4600,450,0,-20,False
5394,5200,550,25,0,False
5395,4750,350,0,5,False
5396,4550,550,20,5,False
5397,4900,450,25,15,True
5398,5200,500,0,10,False
5399,5050,600,25,-5,True
5400,5400,600,10,-15,False
5401,5050,500,20,-20,False
5402,5100,650,0,5,False
5403,4650,450,5,15,False
5404,5400,350,0,10,False
5405,5150,300,10,-10,True
5406,4750,700,0,0,True
5407,5000,700,10,10,False
5408,5050,550,20,-10,True
5409,5150,300,5,-20,False
5410,4500,450,25,0,False
5411,5350,700,10,-15,False
5412,5200,600,15,-5,False
5413,5100,700,0,-5,True
5414,5400,600,0,-10,False
5415,5300,600,25,-15,False
5416,4600,550,15,-5,False
5417,5450,400,25,15,False
5418,4950,750,20,-20,False
5419,4650,400,25,0,False
5420,4900,350,15,-15,False
5421,4700,650,25,-15,False
5422,5000,700,20,-20,False
5423,4700,550,20,0,False
5424,5250,450,0,5,False
5425,4900,750,15,-5,True
5426,5350,550,25,-10,False
5427,5350,300,10,10,False
5428,5400,700,10,5,False
5429,4650,550,0,-10,False
5430,4600,350,20,5,False
5431,5400,650,10,10,False
5432,4800,600,10,-10,False
5433,5350,450,5,10,False
5434,5300,500,20,15,False
5435,5150,350,15,0,False
5436,5250,650,0,10,False
5437,5150,750,25,-15,False
5438,5000,750,25,10,False
5439,4900,400,5,-15,False
5440,4850,650,25,-5,True
5441,4950,650,0,-5,True
5442,4950,600,15,-20,False
5443,4750,550,25,5,False
5444,5300,550,20,15,False
5445,4750,450,10,10,False
5446,4900,750,0,10,True
5447,4550,600,20,-5,False
5448,5050,650,10,-20,False
5449,5150,300,5,-15,False
5450,4500,400,25,-10,False
5451,4900,550,5,5,True
5452,5400,650,0,-15,False
5453,4600,400,5,0,False
5454,4850,550,25,-5,False
5455,5200,750,20,15,False
5456,4650,300,20,5,False
5457,4750,600,5,10,True
5458,5300,500,15,0,False
5459,4850,550,0,0,True
5460,4850,400,25,-10,False
5461,5050,600,0,-15,False
5462,5150,550,5,0,False
5463,4850,650,0,-10,True
5464,4650,600,0,0,False
5465,4600,650,0,-15,False
5466,5400,700,20,15,False
5467,4500,700,20,-20,False
5468,5100,750,20,0,False
5469,5350,700,25,0,False
5470,5400,650,15,0,False
5471,5150,450,25,-10,True
5472,5300,600,5,0,False
5473,4800,750,5,15,True
5474,4750,600,10,10,True
5475,5150,350,0,5,False
5476,5100,550,0,-5,True
5477,5300,400,0,15,False
5478,5350,450,20,0,False
5479,5200,500,10,-20,False
5480,4600,600,25,-10,False
5481,5200,750,25,10,False
5482,4850,600,0,0,True
5483,5450,400,10,10,False
5484,5150,700,15,5,False
5485,5400,650,10,-10,False
5486,5200,650,5,0,False
5487,4500,650,5,15,False
5488,4900,350,0,5,True
5489,5050,600,20,-20,False
5490,5050,750,20,-5,True
5491,5250,300,25,15,False
5492,4750,600,15,-15,False
5493,5350,450,10,-5,False
5494,5100,400,15,15,False
5495,5450,650,15,-5,False
5496,4800,300,15,5,False
5497,4650,450,20,5,False
5498,4750,750,0,-15,False
5499,5350,400,25,0,False
5500,4650,400,0,0,False
5501,5250,450,10,-10,False
5502,5450,450,5,10,False
5503,4550,500,20,-15,False
5504,5250,400,10,0,False
5505,4800,450,15,-5,False
5506,4750,450,5,0,False
5507,5450,550,15,-15,False
5508,4750,550,5,-20,False
5509,5250,350,25,-15,False
5510,5300,300,0,10,False
5511,5150,350,20,-20,False
5512,4650,450,25,10,False
5513,4650,700,20,0,False
5514,5250,350,15,5,False
5515,5450,500,15,15,False
5516,5150,300,15,-10,True
5517,5200,700,25,-5,False
5518,5200,450,5,-10,True
5519,5000,650,25,-5,True
5520,5250,350,20,15,False
5521,5350,350,20,-20,False
5522,4550,450,5,-10,False
5523,5350,700,0,-5,False
5524,4850,450,25,-10,False
5525,4500,650,15,-15,False
5526,5100,650,15,-20,False
5527,4500,300,20,0,False
5528,4600,550,20,10,False
5529,4800,700,15,0,True
5530,4650,500,0,15,False
5531,5050,400,5,-10,True
5532,4700,550,5,0,False
5533,5300,400,25,10,False
5534,5000,700,0,-5,True
5535,4600,750,5,15,False
5536,5250,600,10,-15,False
5537,4950,500,25,0,True
5538,5150,400,25,5,False
5539,4500,550,0,-5,False
5540,4550,600,20,15,False
5541,4850,750,5,-15,False
5542,4500,700,25,0,False
5543,5100,550,5,-15,False
5544,5250,600,5,5,False
5545,4550,400,0,-5,False
5546,5200,700,25,-10,True
5547,5150,600,20,-5,True
5548,4850,650,0,15,True
5549,4750,650,5,-10,False
5550,5250,300,5,5,False
5551,5350,400,10,10,False
5552,5450,650,5,-20,False
5553,4850,500,20,-20,False
5554,4800,450,15,0,False
5555,5450,300,10,-15,False
5556,5000,550,25,-20,False
5557,5350,400,20,-10,False
5558,4800,700,25,-10,True
5559,5000,450,10,0,True
5560,5250,350,15,10,False
5561,4700,300,25,5,False
5562,5250,450,25,-10,False
5563,5100,700,25,-5,True
5564,4650,700,5,15,False
5565,4500,650,5,-15,False
5566,5400,300,5,-10,False
5567,5400,500,15,-15,False
5568,4700,600,10,-10,False
5569,5350,400,0,10,False
5570,4650,350,25,-10,False
5571,5100,300,0,10,False
5572,4650,300,10,-20,False
5573,5400,450,20,-15,False
5574,5050,700,0,-20,False
5575,5050,500,5,10,False
5576,4500,350,0,15,False
5577,4600,700,25,-20,False
5578,5100,700,15,-5,True
5579,4650,300,5,-10,False
5580,4650,450,20,15,False
5581,4800,600,5,-5,False
5582,5250,500,10,-20,False
5583,5200,650,20,-5,False
5584,4750,750,25,15,True
5585,4900,400,25,-20,False
5586,5350,300,10,-15,False
5587,5000,500,0,10,False
5588,4900,550,20,0,True
5589,4550,700,10,10,False
5590,4550,550,20,-5,False
5591,4600,650,10,-20,False
5592,5450,650,15,-10,False
5593,5200,600,0,-15,False
5594,4750,450,5,15,False
5595,4550,750,25,-15,False
5596,5000,550,10,0,True
5597,5350,750,0,-20,False
5598,5300,300,0,5,False
5599,4650,650,25,5,False
5600,5400,650,0,5,False
5601,5300,600,10,-10,False
5602,5100,500,20,5,False
5603,4950,650,15,-10,True
5604,5000,750,25,5,False
5605,4800,400,5,0,False
5606,5000,700,10,5,False
5607,5300,400,20,10,False
5608,4800,600,0,15,True
5609,5400,550,0,-20,False
5610,4550,300,5,10,False
5611,5300,300,15,10,False
5612,4850,700,0,-10,True
5613,5350,450,0,10,False
5614,4500,300,25,5,False
5615,4800,700,15,-15,False
5616,5100,400,25,15,False
5617,5000,350,5,10,True
5618,4800,550,20,-15,False
5619,4950,350,20,5,True
5620,5400,450,20,-10,False
5621,5350,500,15,-5,False
5622,5400,750,15,15,False
5623,5100,400,0,-5,True
5624,4950,350,15,5,True
5625,5350,300,15,-20,False
5626,5050,550,5,-5,True
5627,4950,650,5,-15,False
5628,5250,750,25,-5,False
5629,5200,600,10,-10,True
5630,5400,350,5,15,False
5631,4750,350,20,-15,False
5632,5000,600,25,0,True
5633,5300,600,0,15,False
5634,4600,750,15,-15,False
5635,5400,700,20,-20,False
5636,4500,550,15,-5,False
5637,4800,300,0,-10,False
5638,5100,500,25,0,True
5639,5150,550,15,-10,True
5640,5350,650,0,-20,False
5641,4900,600,5,15,True
5642,5000,550,20,15,False
5643,4850,300,5,0,False
5644,5200,450,0,0,False
5645,4850,550,25,10,True
5646,5150,750,5,-5,True
5647,5450,550,0,5,False
5648,4600,500,15,-15,False
5649,5400,300,5,-15,False
5650,4550,650,25,10,False
5651,4800,650,15,-20,False
5652,5300,300,5,-20,False
5653,4800,450,10,10,True
5654,5000,350,10,-10,False
5655,5450,700,10,0,False
5656,4950,650,15,10,True
5657,5300,450,15,10,False
5658,5300,550,0,5,False
5659,4550,350,25,-15,False
5660,4750,300,0,10,False
5661,5350,400,0,-5,False
5662,4650,500,10,-15,False
5663,4550,300,5,-5,False
5664,5050,400,25,-15,False
5665,5300,400,25,5,False
5666,4650,300,20,15,False
5667,5000,450,5,10,False
5668,4650,350,25,5,False
5669,5450,400,0,5,False
5670,5150,700,5,-5,True
5671,5300,650,25,15,False
5672,4950,650,15,-15,False
5673,4800,350,15,5,False
5674,5050,450,5,5,False
5675,5300,500,20,0,False
5676,5300,700,25,-5,False
5677,5250,600,5,-10,False
5678,4500,750,5,-20,False
5679,5300,350,0,10,False
5680,5050,750,25,5,False
5681,5400,750,20,5,False
5682,4600,400,15,15,False
5683,4950,700,10,-15,False
5684,5250,700,0,-20,False
5685,5400,600,20,10,False
5686,5150,700,15,-15,False
5687,4500,700,5,0,False
5688,5000,450,5,0,True
5689,5050,400,25,10,False
5690,4750,500,25,-10,False
5691,5000,750,10,-10,True
5692,4750,450,15,10,False
5693,4750,500,20,-15,False
5694,4700,650,20,10,False
5695,5250,400,25,5,False
5696,4600,400,15,-20,False
5697,5250,500,15,-10,False
5698,5450,400,10,5,False
5699,5000,650,5,-10,True
5700,5300,750,15,-15,False
5701,4700,350,10,10,False
5702,4550,300,15,-20,False
5703,4700,350,15,-20,False
5704,4950,450,5,0,True
5705,4550,650,25,5,False
5706,5050,600,25,-20,False
5707,5100,400,10,15,False
5708,4900,700,0,-5,True
5709,5400,350,10,10,False
5710,4800,500,0,-5,False
5711,4500,350,0,-15,False
5712,4700,750,15,-10,False
5713,4700,400,15,15,False
5714,4750,400,0,10,False
5715,4900,350,15,-20,False
5716,4750,500,5,-20,False
5717,5300,750,20,10,False
5718,5150,350,0,-15,False
5719,5300,350,0,-20,False
5720,4800,300,5,-20,False
5721,4550,700,0,-5,False
5722,5250,550,15,-20,False
5723,5300,450,25,5,False
5724,4750,500,10,15,False
5725,4900,700,10,15,True
5726,5100,450,0,-15,False
5727,4750,700,5,-10,True
5728,5350,600,25,-10,False
5729,4700,500,5,0,False
5730,5150,400,20,-5,True
5731,4750,400,0,-20,False
5732,4950,450,25,-10,False
5733,4700,300,25,0,False
5734,4800,750,20,5,True
5735,5450,500,25,0,False
5736,5050,750,10,-20,False
5737,4850,500,0,-10,False
5738,5200,300,5,5,False
5739,4950,700,15,15,False
5740,5450,350,20,-10,False
5741,5450,550,25,-5,False
5742,5050,400,0,-15,False
5743,4700,300,5,-5,False
5744,4650,500,25,-5,False
5745,5100,300,5,5,False
5746,5300,450,25,-20,False
5747,5400,750,5,15,False
5748,5250,450,10,0,False
5749,4900,550,15,0,True
5750,5350,650,25,5,False
5751,4900,600,5,5,True
5752,4550,700,25,5,False
5753,4700,450,15,-5,False
5754,4600,300,15,-5,False
5755,5100,600,10,5,False
5756,4950,500,15,-5,True
5757,4500,750,25,-5,False
5758,5200,300,10,-5,False
5759,4850,600,25,15,True
5760,5450,400,10,-10,False
5761,5200,650,10,-15,False
5762,5200,300,20,-15,False
5763,4800,700,10,15,True
5764,5050,750,5,-15,False
5765,4800,300,20,10,False
5766,5000,450,15,-15,False
5767,4750,450,20,-10,False
5768,4650,350,25,-20,False
5769,4900,650,5,10,True
5770,5000,550,25,0,True
5771,5300,550,25,-10,False
5772,4700,700,25,15,False
5773,4500,700,25,-5,False
5774,4800,350,0,15,False
5775,5450,400,15,-5,False
5776,5450,650,20,-5,False
5777,5250,500,5,15,False
5778,4900,650,5,-10,True
5779,5050,400,20,0,True
5780,4700,400,20,-5,False
5781,5200,450,5,-5,True
5782,5450,400,15,-10,False
5783,5250,500,20,-15,False
5784,4900,650,5,15,True
5785,5000,300,15,15,False
5786,4650,400,0,-5,False
5787,4550,400,5,0,False
5788,5100,750,20,10,False
5789,5350,500,20,5,False
5790,4700,450,0,0,False
5791,4600,750,5,-20,False
5792,4600,700,15,10,False
5793,5150,450,20,15,False
5794,4900,450,5,5,True
5795,4950,450,0,-10,False
5796,5300,300,25,-15,False
5797,4850,550,20,15,True
5798,4700,500,5,-20,False
5799,4750,600,5,-10,False
5800,5200,550,20,10,False
5801,5350,600,15,0,False
5802,4750,450,20,15,False
5803,5450,300,15,-10,False
5804,5050,750,25,-5,True
5805,4750,700,0,10,True
5806,5250,750,5,-20,False
5807,5300,350,5,15,False
5808,4500,400,10,-15,False
5809,5350,400,5,-10,False
5810,5050,450,5,-5,True
5811,5200,400,25,-5,True
5812,4950,350,5,0,True
5813,4900,350,25,5,True
5814,4700,400,0,-20,False
5815,5350,450,25,-5,False
5816,4500,550,25,-5,False
5817,4850,600,10,-10,True
5818,4500,550,25,15,False
5819,5100,450,25,0,True
5820,4500,400,0,10,False
5821,5400,600,10,10,False
5822,5300,750,5,-10,False
5823,4800,600,20,15,True
5824,4850,300,0,-20,False
5825,4750,550,0,-5,False
5826,5200,600,10,10,False
5827,5100,650,20,0,False
5828,4550,500,5,0,False
5829,4750,500,25,5,False
5830,4650,500,5,15,False
5831,4600,500,20,-5,False
5832,5150,550,20,15,False
5833,5250,400,10,10,False
5834,4900,650,0,-10,True
5835,4500,650,15,15,False
5836,4500,350,20,10,False
5837,4550,600,15,-10,False
5838,5450,450,20,-10,False
5839,5050,700,20,5,False
5840,5000,500,5,15,False
5841,4600,600,0,-5,False
5842,5100,750,20,15,False
5843,4750,650,0,-5,False
5844,5350,700,15,-20,False
5845,5100,750,10,15,False
5846,4550,450,20,10,False
5847,5400,650,25,-20,False
5848,4750,300,15,-10,False
5849,5250,750,20,5,False
5850,5050,550,10,-5,True
5851,5250,550,15,0,False
5852,5200,350,15,-15,False
5853,5350,350,10,15,False
5854,5400,450,0,10,False
5855,5400,650,5,-20,False
5856,4650,650,15,-10,False
5857,5250,300,5,-15,False
5858,5300,750,20,5,False
5859,5350,500,5,0,False
5860,5400,300,25,-5,False
5861,4650,400,5,10,False
5862,5200,750,10,-15,False
5863,5150,650,25,15,False
5864,5450,550,5,5,False
5865,4950,300,15,-10,False
5866,4550,350,25,5,False
5867,4850,500,10,0,True
5868,5000,450,20,5,True
5869,4800,650,5,5,True
5870,5300,550,0,-5,False
5871,5450,650,25,-15,False
5872,4950,600,0,5,True
5873,5300,700,5,-10,False
5874,5000,550,0,-5,True
5875,4600,500,5,-15,False
5876,4500,450,0,-10,False
5877,5000,500,5,-20,False
5878,5100,450,0,15,False
5879,5350,750,20,15,False
5880,5250,500,25,0,False
5881,4650,750,5,0,False
5882,4750,450,15,-20,False
5883,4650,600,25,-10,False
5884,5450,750,15,-15,False
5885,5300,600,10,-20,False
5886,5450,300,10,-10,False
5887,4650,600,10,-5,False
5888,5150,300,5,-10,True
5889,4500,700,15,5,False
5890,4550,550,10,15,False
5891,4500,550,5,10,False
5892,5400,550,25,-20,False
5893,5400,350,10,0,False
5894,5350,550,20,-15,False
5895,5400,600,25,-15,False
5896,5200,550,25,-20,False
5897,5300,400,10,-5,False
5898,5250,750,15,-20,False
5899,5200,650,15,15,False
5900,5100,750,0,15,False
5901,4800,500,5,0,False
5902,4900,600,20,0,True
5903,4900,700,25,15,True
5904,4900,500,25,-20,False
5905,4800,650,20,-10,True
5906,4800,350,20,0,False
5907,5200,400,25,0,False
5908,5300,300,20,5,False
5909,5250,650,10,10,False
5910,4700,650,10,15,False
5911,4850,600,0,-15,False
5912,5100,450,20,0,True
5913,5400,300,10,-10,False
5914,5300,650,25,10,False
5915,5100,350,20,5,False
5916,4750,600,0,0,False
5917,5450,400,10,15,False
5918,4850,300,25,15,False
5919,4800,350,5,-15,False
5920,4500,400,5,5,False
5921,4500,700,10,-5,False
5922,4550,350,25,-20,False
5923,4650,550,5,-20,False
5924,4950,450,15,10,True
5925,5450,750,5,15,False
5926,4850,500,5,-5,False
5927,4550,500,25,-20,False
5928,4900,350,15,-5,False
5929,5350,400,15,-20,False
5930,5400,500,20,-5,False
5931,4850,750,5,-5,True
5932,5050,400,10,-15,False
5933,4950,400,20,-5,False
5934,5450,600,20,-10,False
5935,5250,450,25,0,False
5936,5200,750,20,10,False
5937,4850,400,0,-15,False
5938,5450,500,15,0,False
5939,4650,450,10,-5,False
5940,4750,550,10,15,False
5941,5250,350,10,10,False
5942,5350,450,10,0,False
5943,5150,400,5,5,False
5944,5100,400,0,-15,False
5945,5250,550,0,-15,False
5946,4900,700,0,-15,False
5947,5400,350,20,10,False
5948,5250,400,5,10,False
5949,4550,350,10,-10,False
5950,5300,450,10,0,False
5951,4800,550,5,-10,False
5952,5450,600,25,-10,False
5953,5200,300,25,10,False
5954,5350,350,25,-5,False
5955,4950,550,25,0,True
5956,5400,650,15,10,False
5957,5250,650,25,-15,False
5958,5250,700,10,15,False
5959,5450,600,15,-10,False
5960,5200,400,0,-5,True
5961,4850,550,0,-20,False
5962,5150,400,15,0,False
5963,4550,500,25,-10,False
5964,4950,350,10,-15,False
5965,5100,650,20,-15,False
5966,4700,700,0,0,False
5967,5050,750,20,10,False
5968,5150,550,15,-5,True
5969,5400,700,25,-15,False
5970,5200,450,15,5,False
5971,4700,450,25,5,False
5972,5450,550,5,-15,False
5973,4650,650,10,5,False
5974,4650,550,0,-5,False
5975,4950,300,5,0,False
5976,4500,450,25,-5,False
5977,4950,750,5,10,False
5978,5200,500,15,-20,False
5979,4600,750,20,-10,False
5980,5000,750,15,5,False
5981,4550,600,10,5,False
5982,5200,500,5,-20,False
5983,4500,450,20,-10,False
5984,5050,450,10,-15,False
5985,4800,450,25,-20,False
5986,4900,750,15,5,True
5987,4750,550,25,0,False
5988,5450,600,20,-20,False
5989,4650,550,25,-10,False
5990,5250,350,5,5,False
5991,5250,650,20,-20,False
5992,5050,500,15,5,False
5993,5300,650,15,-15,False
5994,4500,750,0,5,False
5995,5300,700,10,0,False
5996,5300,700,15,15,False
5997,5050,450,5,-15,False
5998,5350,300,5,15,False
5999,4900,300,10,-20,False
6000,4550,500,0,10,False
6001,4600,450,20,-20,False
6002,5450,650,15,-20,False
6003,4550,300,20,0,False
6004,5100,300,10,15,False
6005,5050,700,15,-15,False
6006,5200,600,20,5,False
6007,4600,600,5,5,False
6008,5450,700,25,10,False
6009,4650,400,10,-15,False
6010,5050,650,5,15,False
6011,5450,350,25,-20,False
6012,4950,500,10,-5,True
6013,4800,600,25,-15,False
6014,5050,650,10,-5,True
6015,4750,550,5,15,False
6016,4750,450,20,0,False
6017,5200,700,20,0,False
6018,4650,500,20,10,False
6019,5200,550,15,10,False
6020,5000,350,10,5,True
6021,5000,500,20,15,False
6022,5000,700,25,5,False
6023,5150,350,25,15,False
6024,5100,750,5,-15,False
6025,4600,400,10,15,False
6026,5150,300,10,5,False
6027,5400,500,0,-5,False
6028,4600,700,20,0,False
6029,5050,550,25,10,False
6030,4600,550,0,-20,False
6031,4500,600,25,-5,False
6032,4950,300,5,15,False
6033,4950,450,5,15,True
6034,4850,550,20,-10,False
6035,4700,700,5,-10,False
6036,5050,400,0,-10,True
6037,4500,550,15,-15,False
6038,4600,750,10,0,False
6039,5100,600,25,-20,False
6040,5300,450,5,0,False
6041,5200,400,5,0,False
6042,5050,650,0,-15,False
6043,4950,500,20,-10,True
6044,5450,450,20,0,False
6045,4850,600,10,10,True
6046,4900,450,0,5,True
6047,5050,400,20,-20,False
6048,5100,550,25,-15,False
6049,4850,650,5,5,True
6050,5400,700,10,-20,False
6051,5300,600,15,-10,False
6052,4750,750,20,-15,False
6053,5200,750,25,15,False
6054,4750,300,15,-5,False
6055,5000,400,25,10,False
6056,5300,450,25,10,False
6057,5200,600,5,-5,False
6058,5100,750,15,5,False
